1864.83,-0.949,-1.063,-0.845,-1.163,-0.736,-1.520,-0.379,-1.194,-0.710,-1.571,-0.331
1864.913,-0.825,-0.936,-0.756,-1.037,-0.613,-1.358,-0.292,-1.065,-0.599,-1.413,-0.249
1864.996,-1.000,-1.122,-0.905,-1.216,-0.784,-1.835,-0.165,-1.251,-0.762,-1.875,-0.135
1865.083,0.105,-0.013,0.231,-0.110,0.320,-0.917,1.126,-0.141,0.347,-0.948,1.153
1865.166,-0.973,-1.119,-0.859,-1.200,-0.747,-2.225,0.278,-1.247,-0.715,-2.260,0.299
1865.249,-1.136,-1.247,-1.028,-1.359,-0.913,-1.894,-0.378,-1.390,-0.884,-1.934,-0.336
1865.332,-0.337,-0.451,-0.267,-0.546,-0.128,-0.761,0.088,-0.581,-0.117,-0.831,0.137
1865.415,-0.065,-0.182,0.011,-0.274,0.145,-0.433,0.303,-0.306,0.158,-0.508,0.363
1865.498,-0.102,-0.210,0.001,-0.310,0.105,-0.441,0.236,-0.334,0.133,-0.511,0.312
1865.581,0.067,-0.056,0.166,-0.152,0.286,-0.339,0.472,-0.180,0.312,-0.407,0.541
1865.664,-0.229,-0.356,-0.153,-0.442,-0.017,-0.568,0.110,-0.477,-0.002,-0.652,0.176
1865.747,0.293,0.165,0.400,0.066,0.520,-0.141,0.727,0.038,0.548,-0.210,0.797
1865.83,-0.255,-0.426,-0.142,-0.469,-0.040,-0.916,0.407,-0.520,-0.008,-0.971,0.448
1865.913,-0.011,-0.155,0.088,-0.236,0.215,-0.698,0.676,-0.277,0.238,-0.751,0.716
1865.996,-0.416,-0.551,-0.306,-0.643,-0.189,-1.266,0.434,-0.681,-0.166,-1.310,0.467
1866.083,0.312,0.181,0.430,0.094,0.530,-0.631,1.255,0.062,0.555,-0.665,1.284
1866.166,-0.140,-0.250,-0.037,-0.366,0.086,-1.111,0.831,-0.400,0.108,-1.149,0.858
1866.249,-0.636,-0.758,-0.541,-0.849,-0.423,-1.285,0.013,-0.885,-0.397,-1.333,0.054
1866.332,-0.300,-0.441,-0.216,-0.510,-0.091,-0.748,0.148,-0.555,-0.070,-0.819,0.200
1866.415,-0.800,-0.930,-0.672,-0.996,-0.604,-1.189,-0.411,-1.038,-0.566,-1.254,-0.344
1866.498,0.432,0.297,0.527,0.227,0.636,0.065,0.799,0.188,0.661,-0.010,0.863
1866.581,0.091,-0.051,0.184,-0.109,0.292,-0.339,0.522,-0.151,0.319,-0.403,0.577
1866.664,-0.234,-0.375,-0.131,-0.436,-0.032,-0.586,0.118,-0.482,-0.013,-0.668,0.178
1866.747,-0.050,-0.182,0.061,-0.242,0.141,-0.509,0.408,-0.285,0.170,-0.567,0.458
1866.83,-0.642,-0.797,-0.520,-0.829,-0.454,-1.250,-0.034,-0.880,-0.420,-1.297,0.003
1866.913,-0.322,-0.477,-0.208,-0.535,-0.109,-1.033,0.389,-0.585,-0.085,-1.087,0.421
1866.996,-0.196,-0.379,-0.071,-0.412,0.021,-1.121,0.730,-0.468,0.053,-1.164,0.759
1867.083,-0.343,-0.486,-0.219,-0.565,-0.121,-1.305,0.619,-0.602,-0.099,-1.343,0.645
1867.166,0.450,0.317,0.584,0.228,0.672,-0.681,1.581,0.190,0.704,-0.712,1.608
1867.249,-1.173,-1.303,-1.077,-1.391,-0.956,-1.900,-0.447,-1.424,-0.930,-1.943,-0.408
1867.332,-0.387,-0.505,-0.294,-0.591,-0.182,-0.816,0.043,-0.630,-0.160,-0.882,0.098
1867.415,-0.814,-0.931,-0.709,-1.013,-0.615,-1.179,-0.449,-1.042,-0.589,-1.244,-0.384
1867.498,-0.277,-0.402,-0.201,-0.489,-0.065,-0.608,0.054,-0.525,-0.049,-0.693,0.122
1867.581,-0.158,-0.282,-0.050,-0.364,0.048,-0.546,0.231,-0.398,0.073,-0.616,0.293
1867.664,-0.058,-0.221,0.055,-0.271,0.156,-0.415,0.300,-0.319,0.178,-0.503,0.367
1867.747,-0.047,-0.209,0.067,-0.252,0.158,-0.504,0.410,-0.296,0.189,-0.569,0.465
1867.83,-0.175,-0.328,-0.039,-0.370,0.020,-0.786,0.435,-0.420,0.055,-0.835,0.475
1867.913,-0.320,-0.474,-0.194,-0.533,-0.108,-1.033,0.392,-0.583,-0.076,-1.082,0.430
1867.996,-0.776,-0.925,-0.674,-0.981,-0.571,-1.581,0.030,-1.024,-0.539,-1.619,0.064
1868.083,-0.843,-1.013,-0.690,-1.064,-0.622,-1.990,0.303,-1.109,-0.581,-2.019,0.333
